slug,embed_url,image_url,banner_url,title,description,category,orientation,quality_score,width,height,date_published,date_modified,namespace,id
fish-jigsaw-tile-mania,https://play.gamepix.com/fish-jigsaw-tile-mania/embed?sid=1,https://img.gamepix.com/games/fish-jigsaw-tile-mania/icon/fish-jigsaw-tile-mania.png?w=105,https://img.gamepix.com/games/fish-jigsaw-tile-mania/cover/fish-jigsaw-tile-mania.png?w=320,challenge your problem-solving prowess as you progress through increasingly intricate puzzles that captivate and relax.,landscape,0.44444444,800,,,,2023-05-22 09:47:15+00:00,,jigsaw-puzzles,where vibrant underwater tiles entice you to solve delightful puzzles. With intuitive controls and a soothing marine ambiance
lion-tamer-memory-match,https://play.gamepix.com/lion-tamer-memory-match/embed?sid=1,https://img.gamepix.com/games/lion-tamer-memory-match/icon/lion-tamer-memory-match.png?w=105,https://img.gamepix.com/games/lion-tamer-memory-match/cover/lion-tamer-memory-match.png?w=320,all while providing endless hours of fun.,portrait,0.1379310344827586,600,,,,2023-05-22 09:41:34+00:00,,memory,where your observation and memory skills are put to the test. Slide tiles to recreate stunning images with vibrant visuals. Engage in stimulating gameplay that sparks logical thinking and creativity
knight-memory-match,https://play.gamepix.com/knight-memory-match/embed?sid=1,https://img.gamepix.com/games/knight-memory-match/icon/knight-memory-match.png?w=105,https://img.gamepix.com/games/knight-memory-match/cover/knight-memory-match.png?w=320,and captivating graphics that boost your memory and puzzle-solving abilities while immersing you in enchanting medieval adventures.,portrait,0.1379310344827586,600,,,,2023-05-22 09:39:23+00:00,,memory,escalating challenges
hydra-memory-match,https://play.gamepix.com/hydra-memory-match/embed?sid=1,https://img.gamepix.com/games/hydra-memory-match/icon/hydra-memory-match.png?w=105,https://img.gamepix.com/games/hydra-memory-match/cover/hydra-memory-match.png?w=320,unlocking compelling and visually stunning challenges.,portrait,0.1379310344827586,600,,,,2023-05-22 09:25:17+00:00,,memory,testing your spatial intelligence and visualization skills. Patience and strategy are key as you strive to piece together each picture with minimal moves
super-droid-adventure,https://play.gamepix.com/super-droid-adventure/embed?sid=1,https://img.gamepix.com/games/super-droid-adventure/icon/super-droid-adventure.png?w=105,https://img.gamepix.com/games/super-droid-adventure/cover/super-droid-adventure.png?w=320,and collect power-ups and coins. Strategize your moves to conquer the ultimate boss and reclaim your castle.,landscape,0.77763115,800,,,,2023-05-19 15:48:44+00:00,,platformer,unlock surprises by breaking blocks
rusher-box,https://play.gamepix.com/rusher-box/embed?sid=1,https://img.gamepix.com/games/rusher-box/icon/rusher-box.png?w=105,https://img.gamepix.com/games/rusher-box/cover/rusher-box.png?w=320,dynamic experience. How far can you go?,landscape,0.37792740696202,800,,,,2023-05-19 15:39:34+00:00,,arcade,dodging obstacles and collecting stars to enhance scores. Unlock diverse characters for unique gameplay twists. Reflexive tapping and impeccable timing are your keys to mastering this vibrant
cute-puppies-photo-frenzy-sliding-game,https://play.gamepix.com/cute-puppies-photo-frenzy-sliding-game/embed?sid=1,https://img.gamepix.com/games/cute-puppies-photo-frenzy-sliding-game/icon/cute-puppies-photo-frenzy-sliding-game.png?w=105,https://img.gamepix.com/games/cute-puppies-photo-frenzy-sliding-game/cover/cute-puppies-photo-frenzy-sliding-game.png?w=320,this game invites all ages to exercise their minds in a playful setting.,portrait,0.1379310344827586,600,,,,2023-05-19 15:29:47+00:00,,animal,facing increasing challenges as you advance. Perfect for dog lovers and puzzle enthusiasts alike
cyberpuke,https://play.gamepix.com/cyberpuke/embed?sid=1,https://img.gamepix.com/games/cyberpuke/icon/cyberpuke.png?w=105,https://img.gamepix.com/games/cyberpuke/cover/cyberpuke.png?w=320,outsmart armed guards with strategic movement and precise shooting. Unravel secrets and strive for freedom in a gritty world where every path hides danger. Can you make it to safety?,landscape,0.512345678901234,800,,,,2023-04-26 09:21:12+00:00,,arcade,hostile environments
voltier,https://play.gamepix.com/voltier/embed?sid=1,https://img.gamepix.com/games/voltier/icon/voltier.png?w=105,https://img.gamepix.com/games/voltier/cover/voltier.png?w=320,and unlock new challenges. A thrilling mix of strategy and precision awaits as you embark on this suspenseful adventure through eight escalating levels.,landscape,0.1379310344827586,800,,,,2023-04-24 09:22:34+00:00,,arcade,retrieve scattered power boxes
stickman-army-the-resistance,https://play.gamepix.com/stickman-army-the-resistance/embed?sid=1,https://img.gamepix.com/games/stickman-army-the-resistance/icon/stickman-army-the-resistance.png?w=105,https://img.gamepix.com/games/stickman-army-the-resistance/cover/stickman-army-the-resistance.png?w=320,and fend off waves of enemies. Precision is key; target swiftly and secure rewards to survive the onslaught. Lead your minimalist army to victory against overwhelming odds.,landscape,0.80580626,800,,,,2023-04-19 09:51:44+00:00,,arcade,upgrade gear
magnetude,https://play.gamepix.com/magnetude/embed?sid=1,https://img.gamepix.com/games/magnetude/icon/magnetude.png?w=105,https://img.gamepix.com/games/magnetude/cover/magnetude.png?w=320,testing your strategic prowess as you master progressively challenging levels. Experience a fascinating blend of fun and educational gameplay on your mobile device.,landscape,0.0648058601107554,800,,,,2023-04-19 09:46:06+00:00,,puzzle,where you tactically wield attractive and repulsive forces to solve intricate puzzles. Navigate dynamic stages by tapping to control magnetic poles
petits-chevaux-small-horses,https://play.gamepix.com/petits-chevaux-small-horses/embed?sid=1,https://img.gamepix.com/games/petits-chevaux-small-horses/icon/petits-chevaux-small-horses.png?w=105,https://img.gamepix.com/games/petits-chevaux-small-horses/cover/petits-chevaux-small-horses.png?w=320,nostalgic race to victory.,landscape,0.69135802,800,,,,2023-04-19 09:11:06+00:00,,board,relying on thoughtful moves and luck to reach the center before opponents. Challenge friends or tackle clever AI in this timeless
parking-panic,https://play.gamepix.com/parking-panic/embed?sid=1,https://img.gamepix.com/games/parking-panic/icon/parking-panic.png?w=105,https://img.gamepix.com/games/parking-panic/cover/parking-panic.png?w=320,enhancing your problem-solving skills while delivering endless fun. This game combines brain teasing with rewarding gameplay.,portrait,0.37445874,600,,,,2023-04-19 09:10:25+00:00,,brain,a captivating logic puzzle where you untangle congested parking lots to find a way out. Strategize your moves through 100 challenging levels filled with diverse vehicle obstacles
mahjong-big,https://play.gamepix.com/mahjong-big/embed?sid=1,https://img.gamepix.com/games/mahjong-big/icon/mahjong-big.png?w=105,https://img.gamepix.com/games/mahjong-big/cover/mahjong-big.png?w=320,it’s a captivating challenge for anyone ready to master the art of Mahjong.,portrait,0.29176831,600,,,,2023-04-19 09:07:43+00:00,,board,where observation and strategy combine. Navigate through intricate tile formations using your wits and quick reflexes. Match pairs to clear the board efficiently and maximize your score. With endless layouts
animals-party-ball-2-player,https://play.gamepix.com/animals-party-ball-2-player/embed?sid=1,https://img.gamepix.com/games/animals-party-ball-2-player/icon/animals-party-ball-2-player.png?w=105,https://img.gamepix.com/games/animals-party-ball-2-player/cover/animals-party-ball-2-player.png?w=320,this two-player competition promises endless amusement and challenging strategies.,landscape,0.4397751756933278,800,,,,2023-04-18 08:10:35+00:00,,adventure,"guiding quirky creatures in a vibrant arena. Strategically maneuver to push massive balls into your opponent""""s goal while defending your own. With dynamic visuals and fast-paced action"
chucky-doll-photo-image-scramble,https://play.gamepix.com/chucky-doll-photo-image-scramble/embed?sid=1,https://img.gamepix.com/games/chucky-doll-photo-image-scramble/icon/chucky-doll-photo-image-scramble.png?w=105,https://img.gamepix.com/games/chucky-doll-photo-image-scramble/cover/chucky-doll-photo-image-scramble.png?w=320,"navigating evolving challenges. Strategic thinking and patience are your allies as you master each spine-tingling puzzle""""s eerie complexity.",portrait,0.32432432,600,,,,2023-04-18 07:59:38+00:00,,brain,where your problem-solving prowess is put to the test. Slide blocks to reconstruct a haunting image
ghosts-memory-match,https://play.gamepix.com/ghosts-memory-match/embed?sid=1,https://img.gamepix.com/games/ghosts-memory-match/icon/ghosts-memory-match.png?w=105,https://img.gamepix.com/games/ghosts-memory-match/cover/ghosts-memory-match.png?w=320,it’s a delightful game for all ages. Plan your moves carefully to outsmart this spooky brain-teaser!,portrait,0.1379310344827586,600,,,,2023-04-18 07:55:57+00:00,,memory,testing your strategy and memory. With intuitive controls and charming visuals
anime-blue-mermaid-coloring,https://play.gamepix.com/anime-blue-mermaid-coloring/embed?sid=1,https://img.gamepix.com/games/anime-blue-mermaid-coloring/icon/anime-blue-mermaid-coloring.png?w=105,https://img.gamepix.com/games/anime-blue-mermaid-coloring/cover/anime-blue-mermaid-coloring.png?w=320,this game promises relaxation and artistic exploration with no time limits. Create masterpieces at your own pace.,landscape,0.504733,800,,,,2023-04-18 07:54:54+00:00,,kids,using diverse tools and colors. Perfect for all ages
cemeteries-slide-puzzle,https://play.gamepix.com/cemeteries-slide-puzzle/embed?sid=1,https://img.gamepix.com/games/cemeteries-slide-puzzle/icon/cemeteries-slide-puzzle.png?w=105,https://img.gamepix.com/games/cemeteries-slide-puzzle/cover/cemeteries-slide-puzzle.png?w=320,yet captivating adventure.,portrait,0.2424242424242424,600,,,,2023-04-18 07:54:34+00:00,,brain,immerse yourself in this eerie
fire-breather-memory-match,https://play.gamepix.com/fire-breather-memory-match/embed?sid=1,https://img.gamepix.com/games/fire-breather-memory-match/icon/fire-breather-memory-match.png?w=105,https://img.gamepix.com/games/fire-breather-memory-match/cover/fire-breather-memory-match.png?w=320,every completed image is a triumph of clever thinking. Burn bright with puzzle-solving prowess!,portrait,0.1379310344827586,600,,,,2023-04-18 07:53:27+00:00,,memory,a fiery twist on classic puzzles. Strategically slide tiles to reconstruct vibrant images while honing memory and pattern recognition skills. With intuitive controls and a captivating challenge
stickman-bam-bam-bam,https://play.gamepix.com/stickman-bam-bam-bam/embed?sid=1,https://img.gamepix.com/games/stickman-bam-bam-bam/icon/stickman-bam-bam-bam.png?w=105,https://img.gamepix.com/games/stickman-bam-bam-bam/cover/stickman-bam-bam-bam.png?w=320,utilizing diverse weapons to master the art of zombie-slaying. Can you save the world from this undead apocalypse?,landscape,0.1379310344827586,800,,,,2023-04-13 09:30:56+00:00,,battle,retro-style scenarios
hoolo,https://play.gamepix.com/hoolo/embed?sid=1,https://img.gamepix.com/games/hoolo/icon/hoolo.png?w=105,https://img.gamepix.com/games/hoolo/cover/hoolo.png?w=320,employing double jumps to conquer the extraordinary. Progress towards victory by reaching that ever-elusive green flag. Can you master the adventure?,landscape,0.1379310344827586,800,,,,2023-04-13 09:20:55+00:00,,adventure,where the thrill of potato chip hunts collides with perilous obstacles. Navigate tricky enemies and cunning traps across eight increasingly challenging levels
cute-circles,https://play.gamepix.com/cute-circles/embed?sid=1,https://img.gamepix.com/games/cute-circles/icon/cute-circles.png?w=105,https://img.gamepix.com/games/cute-circles/cover/cute-circles.png?w=320,stress-free atmosphere.,landscape,0.1379310344827586,800,,,,2023-04-13 09:15:59+00:00,,board,testing your memory and strategic skills. Progress through levels while mastering classic and hard modes. Perfect for casual relaxation or intense mental workouts in a charming
spiro,https://play.gamepix.com/spiro/embed?sid=1,https://img.gamepix.com/games/spiro/icon/spiro.png?w=105,https://img.gamepix.com/games/spiro/cover/spiro.png?w=320,offering a soothing escape into a world of mesmerizing art.,portrait,0.1379310344827586,600,,,,2023-04-05 08:55:25+00:00,,board,a calming yet challenging arcade puzzle game. Glide across the canvas to craft intricate circular designs with endless size and color combinations. Every stroke creates unique visual masterpieces
throw-best,https://play.gamepix.com/throw-best/embed?sid=1,https://img.gamepix.com/games/throw-best/icon/throw-best.png?w=105,https://img.gamepix.com/games/throw-best/cover/throw-best.png?w=320,and climb the leaderboard. Each level demands sharper accuracy and creative angles for victory.,landscape,0.53302472,800,,,,2023-04-05 08:50:05+00:00,,ball,navigate escalating challenges
color-me,https://play.gamepix.com/color-me/embed?sid=1,https://img.gamepix.com/games/color-me/icon/color-me.png?w=105,https://img.gamepix.com/games/color-me/cover/color-me.png?w=320,each level promises a soothing yet stimulating experience that sharpens your problem-solving skills.,landscape,0.1379310344827586,800,,,,2023-04-05 08:42:27+00:00,,puzzle,a puzzle game where your creativity drives the challenge. Match patterns by strategically coloring tiles while serene music relaxes your mind. With intuitive controls and captivating visuals
minecraft-chest-simulator,https://play.gamepix.com/minecraft-chest-simulator/embed?sid=1,https://img.gamepix.com/games/minecraft-chest-simulator/icon/minecraft-chest-simulator.png?w=105,https://img.gamepix.com/games/minecraft-chest-simulator/cover/minecraft-chest-simulator.png?w=320,plan each move wisely to solve engaging conundrums while experiencing delightful charm and strategic depth.,portrait,0.32432432,600,,,,2023-04-05 08:42:10+00:00,,puzzle,clearing paths for your adorable feline companion. As complexity increases
crazy-sheep-hooper,https://play.gamepix.com/crazy-sheep-hooper/embed?sid=1,https://img.gamepix.com/games/crazy-sheep-hooper/icon/crazy-sheep-hooper.png?w=105,https://img.gamepix.com/games/crazy-sheep-hooper/cover/crazy-sheep-hooper.png?w=320,Crazy Sheep Hooper offers a truly unique adventure.,landscape,0.24242424,800,,,,2023-04-04 15:29:51+00:00,,arcade,mastering momentum to overcome cunning traps and tricky puzzles. With charming graphics and engaging physics-based mechanics
ogli-cats,https://play.gamepix.com/ogli-cats/embed?sid=1,https://img.gamepix.com/games/ogli-cats/icon/ogli-cats.png?w=105,https://img.gamepix.com/games/ogli-cats/cover/ogli-cats.png?w=320,reach your feline haven unscathed.,landscape,0.1379310344827586,800,,,,2023-04-04 15:22:33+00:00,,adventure,a captivating 2D platformer where the thrill of cookie collection meets daring escape. Navigate treacherous obstacles and strategize through eight increasingly challenging levels while deftly eluding the mischievous Ogli cats. With precision timing and double jumps
save-the-miner,https://play.gamepix.com/save-the-miner/embed?sid=1,https://img.gamepix.com/games/save-the-miner/icon/save-the-miner.png?w=105,https://img.gamepix.com/games/save-the-miner/cover/save-the-miner.png?w=320,prioritizing calculated decisions over haste for a thrilling experience.,landscape,0.1379310344827586,800,,,,2023-04-04 15:19:45+00:00,,arcade,strategically maneuver through each level
tank-war,https://play.gamepix.com/tank-war/embed?sid=1,https://img.gamepix.com/games/tank-war/icon/tank-war.png?w=105,https://img.gamepix.com/games/tank-war/cover/tank-war.png?w=320,and upgrade your arsenal to dominate the battlefield. Balance aggression and strategy to emerge victorious in this heart-pounding war scenario.,landscape,0.63768116,800,,,,2023-04-04 15:18:21+00:00,,tanks,capture crucial bases
super-car-racer,https://play.gamepix.com/super-car-racer/embed?sid=1,https://img.gamepix.com/games/super-car-racer/icon/super-car-racer.png?w=105,https://img.gamepix.com/games/super-car-racer/cover/super-car-racer.png?w=320,and experience the thrill of high-octane racing at its finest.,portrait,0.61538462,600,,,,2023-04-04 15:16:52+00:00,,sports,where mastering speed and maneuverability is key. Strategically use boosts and power-ups to outpace rivals on challenging tracks. Unlock new cars and customization options as you progress
puzzle-pentomino-assemble-rectangle,https://play.gamepix.com/puzzle-pentomino-assemble-rectangle/embed?sid=1,https://img.gamepix.com/games/puzzle-pentomino-assemble-rectangle/icon/puzzle-pentomino-assemble-rectangle.png?w=105,https://img.gamepix.com/games/puzzle-pentomino-assemble-rectangle/cover/puzzle-pentomino-assemble-rectangle.png?w=320,engaging format suitable for all ages.,portrait,0.32432432,600,,,,2023-04-04 15:11:16+00:00,,puzzle,offering endless puzzle-solving enjoyment in a simple
brick-breaker-classic-arcade-fun,https://play.gamepix.com/brick-breaker-classic-arcade-fun/embed?sid=1,https://img.gamepix.com/games/brick-breaker-classic-arcade-fun/icon/brick-breaker-classic-arcade-fun.png?w=105,https://img.gamepix.com/games/brick-breaker-classic-arcade-fun/cover/brick-breaker-classic-arcade-fun.png?w=320,and master the art of precision aiming to conquer tricky spots. Each level ramps up the excitement—dare to break them all!,portrait,0.72427381,600,,,,2023-04-04 14:57:28+00:00,,arcade,skillfully maneuver your paddle
yatosan-2,https://play.gamepix.com/yatosan-2/embed?sid=1,https://img.gamepix.com/games/yatosan-2/icon/yatosan-2.png?w=105,https://img.gamepix.com/games/yatosan-2/cover/yatosan-2.png?w=320,and survive a vivid world of unexpected aerial and ground threats.,landscape,0.1379310344827586,800,,,,2023-03-27 07:50:50+00:00,,adventure,collect tasty cheese
lizaman,https://play.gamepix.com/lizaman/embed?sid=1,https://img.gamepix.com/games/lizaman/icon/lizaman.png?w=105,https://img.gamepix.com/games/lizaman/cover/lizaman.png?w=320,using skillful double jumps and strategic timing to conquer each challenging stage and reach the coveted exit.,landscape,0.1379310344827586,800,,,,2023-03-27 07:48:54+00:00,,adventure,a thrilling 2D platformer where your agility is key. Collect elusive red bugs while dodging deadly traps and enemies. Master intuitive controls to navigate increasingly difficult levels
hanuka-2,https://play.gamepix.com/hanuka-2/embed?sid=1,https://img.gamepix.com/games/hanuka-2/icon/hanuka-2.png?w=105,https://img.gamepix.com/games/hanuka-2/cover/hanuka-2.png?w=320,testing your skill at every turn.,landscape,0.1379310344827586,800,,,,2023-03-27 07:48:21+00:00,,adventure,a fast-paced platformer where agility and precision are vital. Navigate treacherous levels filled with lethal traps and cunning foes. Master double jumps to collect elusive red orbs and conquer increasingly complex challenges
asylums-picture-piece,https://play.gamepix.com/asylums-picture-piece/embed?sid=1,https://img.gamepix.com/games/asylums-picture-piece/icon/asylums-picture-piece.png?w=105,https://img.gamepix.com/games/asylums-picture-piece/cover/asylums-picture-piece.png?w=320,and enjoy a satisfying sense of accomplishment as each image comes to life.,portrait,0.1379310344827586,600,,,,2023-03-27 07:44:15+00:00,,brain,revealing stunning images one move at a time. Challenge your mind through engaging gameplay available on any device
dragon-memory-match,https://play.gamepix.com/dragon-memory-match/embed?sid=1,https://img.gamepix.com/games/dragon-memory-match/icon/dragon-memory-match.png?w=105,https://img.gamepix.com/games/dragon-memory-match/cover/dragon-memory-match.png?w=320,making it a delightful test of patience and attention to detail.,portrait,0.1379310344827586,600,,,,2023-03-27 07:44:03+00:00,,memory,a captivating puzzle where dragon images come to life. Slide and adjust tiles to reveal stunning visuals while honing memory and concentration skills. Each progressive level presents a new challenge
adorable-baby-stitch-sliding-challenge,https://play.gamepix.com/adorable-baby-stitch-sliding-challenge/embed?sid=1,https://img.gamepix.com/games/adorable-baby-stitch-sliding-challenge/icon/adorable-baby-stitch-sliding-challenge.png?w=105,https://img.gamepix.com/games/adorable-baby-stitch-sliding-challenge/cover/adorable-baby-stitch-sliding-challenge.png?w=320,all while enjoying vibrant visuals. Aim for perfection and complete each image in record moves for a rewarding experience.,portrait,0.1095655952784848,600,,,,2023-03-27 07:42:07+00:00,,puzzle,where strategic moves bring charming images to life. Slide tiles with precision to solve diverse and increasingly challenging puzzles
abandoned-places-tile-quest,https://play.gamepix.com/abandoned-places-tile-quest/embed?sid=1,https://img.gamepix.com/games/abandoned-places-tile-quest/icon/abandoned-places-tile-quest.png?w=105,https://img.gamepix.com/games/abandoned-places-tile-quest/cover/abandoned-places-tile-quest.png?w=320,fun awaits explorers of all ages.,portrait,0.2424242424242424,600,,,,2023-03-27 07:42:00+00:00,,puzzle,each offering a unique puzzle experience. With its simple controls and captivating visuals
tower-defense-clash,https://play.gamepix.com/tower-defense-clash/embed?sid=1,https://img.gamepix.com/games/tower-defense-clash/icon/tower-defense-clash.png?w=105,https://img.gamepix.com/games/tower-defense-clash/cover/tower-defense-clash.png?w=320,ensuring your survival amidst an ever-intensifying onslaught.,landscape,0.71538484,800,,,,2023-03-23 09:30:27+00:00,,adventure,while automated attacks and powerful spells offer thrilling gameplay. Unleash your tactical prowess to outsmart any challenge
doomsday-shooter,https://play.gamepix.com/doomsday-shooter/embed?sid=1,https://img.gamepix.com/games/doomsday-shooter/icon/doomsday-shooter.png?w=105,https://img.gamepix.com/games/doomsday-shooter/cover/doomsday-shooter.png?w=320,navigating vast arenas while collecting coins for upgrades. Your survival depends on keen aim and constant movement. Can you conquer the chaos?,landscape,0.7607452,800,,,,2023-03-23 09:21:31+00:00,,action,where the only choice is to fight till the end. Utilize an arsenal of weapons in dynamic 3D battles
real-parking,https://play.gamepix.com/real-parking/embed?sid=1,https://img.gamepix.com/games/real-parking/icon/real-parking.png?w=105,https://img.gamepix.com/games/real-parking/cover/real-parking.png?w=320,"each unlocked as you master new skills. Customize your car""""s color to stand out while navigating tight spots and collecting stars for the ultimate parking prowess.",landscape,0.512345678901234,800,,,,2023-03-23 09:14:28+00:00,,arcade,where precision driving is your ultimate test. Tackle 20 challenging levels with evolving vehicles
donut-lover,https://play.gamepix.com/donut-lover/embed?sid=1,https://img.gamepix.com/games/donut-lover/icon/donut-lover.png?w=105,https://img.gamepix.com/games/donut-lover/cover/donut-lover.png?w=320,vibrant atmosphere.,landscape,0.34737797,800,,,,2023-03-23 09:05:49+00:00,,puzzle,all in a lighthearted
asteroid-space,https://play.gamepix.com/asteroid-space/embed?sid=1,https://img.gamepix.com/games/asteroid-space/icon/asteroid-space.png?w=105,https://img.gamepix.com/games/asteroid-space/cover/asteroid-space.png?w=320,immerse yourself in a visually stunning cosmic challenge.,landscape,0.44444444,800,,,,2023-03-23 08:53:14+00:00,,arcade,an exhilarating arcade journey. Dodge speeding asteroids as each level ramps up the intensity. Precision and quick reflexes are key to mastering the celestial dance of survival. With each progressive stage
rude-races,https://play.gamepix.com/rude-races/embed?sid=1,https://img.gamepix.com/games/rude-races/icon/rude-races.png?w=105,https://img.gamepix.com/games/rude-races/cover/rude-races.png?w=320,and smash your high score in this pulse-pounding racing adventure perfect for thrill-seekers chasing the ultimate racing experience.,portrait,0.0648058601107554,600,,,,2023-03-23 08:50:37+00:00,,car,snag power-ups
zaho-bot,https://play.gamepix.com/zaho-bot/embed?sid=1,https://img.gamepix.com/games/zaho-bot/icon/zaho-bot.png?w=105,https://img.gamepix.com/games/zaho-bot/cover/zaho-bot.png?w=320,where every decision tests your agility and strategic thinking.,landscape,0.1379310344827586,800,,,,2023-03-23 07:58:23+00:00,,adventure,a thrilling action-platformer. Collect elusive chemical flasks while deftly avoiding lethal lasers and cunning adversaries. Master the art of double jumping through progressively challenging levels
kanaksia-2,https://play.gamepix.com/kanaksia-2/embed?sid=1,https://img.gamepix.com/games/kanaksia-2/icon/kanaksia-2.png?w=105,https://img.gamepix.com/games/kanaksia-2/cover/kanaksia-2.png?w=320,collecting strawberries while outwitting fierce foes and dodging hazardous traps. Master the art of timing and finesse as you pursue the ultimate goal of reaching the red flag.,landscape,0.1379310344827586,800,,,,2023-03-23 07:58:16+00:00,,adventure,a sequel that challenges your platforming prowess. Navigate through eight perilous levels
yatosan,https://play.gamepix.com/yatosan/embed?sid=1,https://img.gamepix.com/games/yatosan/icon/yatosan.png?w=105,https://img.gamepix.com/games/yatosan/cover/yatosan.png?w=320,mastering the art of timing and double jumps. Stay sharp as you collect cheese slices and race to the exit door for a high-score triumph.,landscape,0.1379310344827586,800,,,,2023-03-23 07:58:10+00:00,,adventure,an adrenaline-pumping adventure. Navigate increasingly challenging levels using intuitive controls
kanaksia,https://play.gamepix.com/kanaksia/embed?sid=1,https://img.gamepix.com/games/kanaksia/icon/kanaksia.png?w=105,https://img.gamepix.com/games/kanaksia/cover/kanaksia.png?w=320,aiming for the red flag victory.,landscape,0.0648058601107554,800,,,,2023-03-23 07:56:14+00:00,,adventure,using strategic double jumps and keen timing. Challenge your agility and wits across eight thrilling levels
senita-2,https://play.gamepix.com/senita-2/embed?sid=1,https://img.gamepix.com/games/senita-2/icon/senita-2.png?w=105,https://img.gamepix.com/games/senita-2/cover/senita-2.png?w=320,ensuring your victory by planting your flag to progress.,landscape,0.1379310344827586,800,,,,2023-03-23 07:56:07+00:00,,adventure,collecting chocolate bars while evading cunning monsters and deadly traps. Master simple controls and precise timing to survive and conquer the colorful challenges ahead
abandoned-places-picture-tile-quest,https://play.gamepix.com/abandoned-places-picture-tile-quest/embed?sid=1,https://img.gamepix.com/games/abandoned-places-picture-tile-quest/icon/abandoned-places-picture-tile-quest.png?w=105,https://img.gamepix.com/games/abandoned-places-picture-tile-quest/cover/abandoned-places-picture-tile-quest.png?w=320,and savor the satisfaction of each meticulously restored masterpiece.,portrait,0.24242424,600,,,,2023-03-23 07:48:38+00:00,,brain,sharpen your strategies
flip-trickster-parkour-simulator,https://play.gamepix.com/flip-trickster-parkour-simulator/embed?sid=1,https://img.gamepix.com/games/flip-trickster-parkour-simulator/icon/flip-trickster-parkour-simulator.png?w=105,https://img.gamepix.com/games/flip-trickster-parkour-simulator/cover/flip-trickster-parkour-simulator.png?w=320,showcasing your parkour talent in style.,landscape,0.86298953,800,,,,2023-03-23 07:39:00+00:00,,sports,leveraging realistic physics for an enthralling adventure. Master timing to execute perfect landings and progress through increasingly challenging levels
highway-getaway,https://play.gamepix.com/highway-getaway/embed?sid=1,https://img.gamepix.com/games/highway-getaway/icon/highway-getaway.png?w=105,https://img.gamepix.com/games/highway-getaway/cover/highway-getaway.png?w=320,while collecting cash adds to the thrill. Survive longer to face greater challenges and see just how long you can thrive amidst the chaos!,landscape,0.45311003,800,,,,2023-03-23 07:25:12+00:00,,arcade,an exhilarating arcade racer. One-tap controls make weaving through obstacles a breeze
how-smart-are-you,https://play.gamepix.com/how-smart-are-you/embed?sid=1,https://img.gamepix.com/games/how-smart-are-you/icon/how-smart-are-you.png?w=105,https://img.gamepix.com/games/how-smart-are-you/cover/how-smart-are-you.png?w=320,this brain-teasing adventure offers endless opportunities to showcase your intellect.,portrait,0.40790038,600,,,,2023-03-22 11:39:37+00:00,,trivia,a block-arranging puzzle that challenges you to fill grids with colorful blocks. Navigate limited space and random shapes to create perfect lines. With multiple modes
wunderplanes,https://play.gamepix.com/wunderplanes/embed?sid=1,https://img.gamepix.com/games/wunderplanes/icon/wunderplanes.png?w=105,https://img.gamepix.com/games/wunderplanes/cover/wunderplanes.png?w=320,automatically unleashing powerful assault while collecting upgrades to enhance your firepower. Experience heart-pounding battles where quick reflexes and strategic gear choices are key to victory. ,portrait,0.1379310344827586,600,,,,2023-03-22 11:34:39+00:00,,arcade,catapulting you into thrilling aerial dogfights. Maneuver deftly through enemy fire
tuk-tuk-go,https://play.gamepix.com/tuk-tuk-go/embed?sid=1,https://img.gamepix.com/games/tuk-tuk-go/icon/tuk-tuk-go.png?w=105,https://img.gamepix.com/games/tuk-tuk-go/cover/tuk-tuk-go.png?w=320,and experience a thrilling ride as you morph into outlandish vehicles. Embrace the comical chaos in this endless runner with intuitive controls and non-stop excitement!,landscape,0.60024302,800,,,,2023-03-22 11:31:55+00:00,,arcade,collect quirky power-ups
war-zone-action-shooting-game,https://play.gamepix.com/war-zone-action-shooting-game/embed?sid=1,https://img.gamepix.com/games/war-zone-action-shooting-game/icon/war-zone-action-shooting-game.png?w=105,https://img.gamepix.com/games/war-zone-action-shooting-game/cover/war-zone-action-shooting-game.png?w=320,action-packed levels. Experience stunning graphics and soundscapes that intensify every firefight.,landscape,0.512345678901234,800,,,,2023-03-22 11:27:29+00:00,,shooter,where survival hinges on strategy and skillful gunplay. Use a variety of weapons and sharp reflexes to outsmart enemies in thrilling
spacial-snake,https://play.gamepix.com/spacial-snake/embed?sid=1,https://img.gamepix.com/games/spacial-snake/icon/spacial-snake.png?w=105,https://img.gamepix.com/games/spacial-snake/cover/spacial-snake.png?w=320,each apple consumed transforms the universe into a maze of increasing intensity. Can you master the vast cosmos?,portrait,0.5945063381413297,600,,,,2023-03-14 10:01:40+00:00,,animal,guiding a universe-traveling snake in search of apples. Strategize to avoid self-cannibalism as you grow longer. With simple controls and infinite gameplay
free-printable-mandala-coloring-for-kids,https://play.gamepix.com/free-printable-mandala-coloring-for-kids/embed?sid=1,https://img.gamepix.com/games/free-printable-mandala-coloring-for-kids/icon/free-printable-mandala-coloring-for-kids.png?w=105,https://img.gamepix.com/games/free-printable-mandala-coloring-for-kids/cover/free-printable-mandala-coloring-for-kids.png?w=320,intuitive journey.,landscape,0.32432432,800,,,,2023-03-10 11:11:03+00:00,,kids,perfect for enhancing your imagination while enjoying a relaxing
